source_id,screen_id,name,source_type,requirement_refs,status,required_states,artifact_path,notes
"HASH-178","口腔科工作台","dental-workbench","EXPLICIT","FR-136;AC-136;SCR-134–137/SCR-167–169","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dental-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-179","口腔科专科病历","dental-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dental-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-180","口腔科检查、设备与来源证据","dental-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dental-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-181","口腔科诊疗执行中心","dental-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dental-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-182","口腔科关键诊疗流程","dental-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dental-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-183","口腔科随访、转诊与交接","dental-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dental-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-184","口腔科质控与安全","dental-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dental-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-185","皮肤科工作台","dermatology-workbench","EXPLICIT","FR-137;AC-137;SCR-138–141/SCR-170–172","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dermatology-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-186","皮肤科专科病历","dermatology-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dermatology-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-187","皮肤科检查、设备与来源证据","dermatology-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dermatology-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-188","皮肤科诊疗执行中心","dermatology-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dermatology-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-189","皮肤科关键诊疗流程","dermatology-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dermatology-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-190","皮肤科随访、转诊与交接","dermatology-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dermatology-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-191","皮肤科质控与安全","dermatology-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/dermatology-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-192","中医科工作台","tcm-workbench","EXPLICIT","FR-138;AC-138;SCR-142–145/SCR-173–175","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/tcm-workbench.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-193","中医科专科病历","tcm-record","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/tcm-record.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-194","中医科检查、设备与来源证据","tcm-evidence","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/tcm-evidence.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-195","中医科诊疗执行中心","tcm-treatment","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/tcm-treatment.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-196","中医科关键诊疗流程","tcm-care","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/tcm-care.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-197","中医科随访、转诊与交接","tcm-followup","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/tcm-followup.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
"HASH-198","中医科质控与安全","tcm-qc","EXPLICIT","Prototype SPEC v0.13","VERIFIED","default;loading;empty;partial;permission;offline;device-offline;identity-or-site-conflict;hard-block;success;recovery","screens/tcm-qc.png","核心专科；A 临床可信蓝；中文标题/唯一一级激活/AI 入口/横向溢出已核查"
